,title,text,claimDate,reviewDate,claimant,publisher,url,label,poynter,poynter_title,poynter_link
133,Não é verdade que epidemiologista disse que CoronaVac não ...,Epidemiologista do Instituto Sabin de Washington diz que Coronavac do Butantan tem 49% de eficácia e não pode ser aprovada.,2021-01-15T00:00:00Z,2021-01-15T00:00:00Z,desinformação,Aos Fatos,https://www.aosfatos.org/noticias/nao-e-verdade-que-epidemiologista-disse-que-coronavac-nao-poderia-ser-aprovada/,falso,1,epidemiologist says coronavac could not be approved,https://www.aosfatos.org/noticias/nao-e-verdade-que-epidemiologista-disse-que-coronavac-nao-poderia-ser-aprovada/
134,Toque de queda del 15 al 18 de enero: exclusivamente donde ...,Gobierno ordenará toque de queda nacional del 15 al 18 de enero de 2021,,2021-01-15T22:21:02Z,,ColombiaCheck,https://colombiacheck.com/chequeos/toque-de-queda-del-15-al-18-de-enero-exclusivamente-donde-ocupacion-de-uci-es-de-85-por,Cuestionable,1,from january 15 to 18 there will be a curfew in all cities in colombia,https://colombiacheck.com/chequeos/toque-de-queda-del-15-al-18-de-enero-exclusivamente-donde-ocupacion-de-uci-es-de-85-por
135,,The free Covid-19 vaccines South Korea plans to offer will be from Celltrion.,2021-01-12T00:00:00Z,2021-01-15T11:21:00Z,multiple sources,AFP Fact Check,https://factcheck.afp.com/social-media-posts-mislead-south-korean-coronavirus-vaccine,FALSE,1,the south korean government will provide all citizens with a free covid19 vaccine made by pharmaceutical giant celltrion,https://factcheck.afp.com/social-media-posts-mislead-south-korean-coronavirus-vaccine
136,Vídeo não mostra cilindros de oxigênio da LG; carregamento é da ...,Vídeo mostra doação de cilindros de oxigênio pela LG Electronics do Brasil.,2021-01-15T00:00:00Z,2021-01-15T00:00:00Z,desinformação,Aos Fatos,https://www.aosfatos.org/noticias/video-nao-mostra-cilindros-de-oxigenio-da-lg-carregamento-e-da-white-martins/,distorcido,1,lg stopped manufacturing air conditioners to produce oxygen for manaus,https://www.aosfatos.org/noticias/video-nao-mostra-cilindros-de-oxigenio-da-lg-carregamento-e-da-white-martins/
137,,Video shows a queue at the Covid-19 makeshift hospital at Jakarta's Athletes Village,2021-01-08T00:00:00Z,2021-01-14T09:00:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/video-shows-people-queueing-covid-19-quarantine-centre-malaysia,False,1,a video that shows a long queue of people to enter a covid19 makeshift hospital in the indonesian capital jakarta,https://factcheck.afp.com/video-shows-people-queueing-covid-19-quarantine-centre-malaysia
138,Reportagem antiga da TV Globo sobre uso de máscaras circula em ...,OMS não recomenda o uso de máscaras por pessoas saudáveis.,2021-01-13T00:00:00Z,2021-01-13T00:00:00Z,desinformação,Aos Fatos,https://www.aosfatos.org/noticias/reportagem-antiga-da-tv-globo-sobre-uso-de-mascaras-circula-em-posts-como-atual/,falso,1,tv globo report recommends wearing masks only by health professionals and sick people,https://www.aosfatos.org/noticias/reportagem-antiga-da-tv-globo-sobre-uso-de-mascaras-circula-em-posts-como-atual/
139,,La Corte Internacional de Derechos Humanos reglamenta el uso de dióxido de cloro para toda persona que así lo requiera y bajo su consentimiento.,,2021-01-13T00:00:00Z,,Newtral,https://www.newtral.es/bulos-dioxido-de-cloro-corte-internacional-derechos-humanos/20210113/,Falso,1,the international court of human rights regulates the use of chlorine dioxide for any person who requires it,https://www.newtral.es/bulos-dioxido-de-cloro-corte-internacional-derechos-humanos/20210113/
140,,"Cette vidéo montre une série de ""fausses vaccinations""",2021-01-08T00:00:00Z,2021-01-13T11:31:00Z,Sources multiples,AFP Factuel,https://factuel.afp.com/attention-cette-video-denoncant-un-spectacle-des-fausses-vaccinations-est-trompeuse,Faux,1,this video exposes vaccination circus,https://factuel.afp.com/attention-cette-video-denoncant-un-spectacle-des-fausses-vaccinations-est-trompeuse
141,,La Cour Constitutionnelle de Bosnie-Herzégovine juge que le port du masque pendant une pandémie est une violation des droits fondamentaux,2020-12-27T00:00:00Z,2021-01-13T19:06:00Z,,AFP Factuel,https://factuel.afp.com/attention-la-cour-constitutionnelle-de-bosnie-na-pas-annule-lobligation-de-porter-le-masque,Contexte manquant,1,bosnias constitutionnal court abrogated mask mandate,https://factuel.afp.com/attention-la-cour-constitutionnelle-de-bosnie-na-pas-annule-lobligation-de-porter-le-masque
142,,Same woman gets Covid-19 vaccine in UK and South Africa,2020-01-12T00:00:00Z,2021-01-13T06:40:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/south-african-newspaper-clarifies-it-used-photo-british-woman-receiving-covid-19-vaccine-satirical,False,1,a photo of a  woman receiving a covid19 vaccine in the uk and south africa the posts suggest the image has been staged by the media to mislead the public about the coronavirus pandemic,https://factcheck.afp.com/south-african-newspaper-clarifies-it-used-photo-british-woman-receiving-covid-19-vaccine-satirical
143,,An official warning from Thai post?,2021-01-04T00:00:00Z,2021-01-12T06:45:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/hoax-thai-post-warning-message-shares-misleading-claim-about-covid-19-infection-touching-mail,False,1,an official warning from the thailand post service about the danger of contracting covid19 from touching mail,https://factcheck.afp.com/hoax-thai-post-warning-message-shares-misleading-claim-about-covid-19-infection-touching-mail
144,,Non-medical masks do not prevent the transmission of coronavirus,2021-01-04T00:00:00Z,2021-01-12T11:17:00Z,Multiple Sources,AFP Fact Check,https://factcheck.afp.com/non-medical-masks-can-offer-some-protection-against-covid-19-scientists-say,Misleading,1,nonmedical masks are ineffective in preventing the spread of the disease are circulating online,https://factcheck.afp.com/non-medical-masks-can-offer-some-protection-against-covid-19-scientists-say
145,,21 percent of patients from the Moderna vaccine trial have experienced severe adverse events,2020-12-11T00:00:00Z,2021-01-12T02:56:00Z,Multiple people,AFP Fact Check,https://factcheck.afp.com/researchers-speech-used-mislead-about-covid-19-vaccine-safety,Missing context,0,a speech by a biomedical researcher stating that 21 percent of patients from the moderna covid19 vaccine trial have experienced serious adverse events,https://factcheck.afp.com/us-researcher-exaggerated-adverse-reactions-moderna-covid-19-vaccine
146,#Verificamos: É falso que mais pessoas morreram em decorrência ...,"“Mortes em todo o mundo entre 01/01/2020 e 31/12/2020 Abortos .... 42.652.318 HIV / AIDS 42.371.649 Câncer .... 8.226.779 Malária .... 395.006 Fumo .... 5.007.485 Álcool .... 2.505.326 Suicídios .... 1.074.164 Tráfegos .... 1.352.186 Coronavírus .... 1.810.360 Fontes: Worldmeters e Google Nem sempre as mortes serão causadas por um vírus, tem coisas piores matando a população.”",2021-01-11T20:04:04Z,2021-01-11T20:04:04Z,Post no Facebook,UOL,https://piaui.folha.uol.com.br/lupa/2021/01/11/verificamos-mortes-aids-covid-19-2020/,Falso,1,a table comparing the number of deaths by several other causes including aids traffic accidents cancer and abortion and covid19 in 2020,https://piaui.folha.uol.com.br/lupa/2021/01/11/verificamos-mortes-aids-covid-19-2020/
147,,"Eine „Corona-Inzidenz unter 100“ sei „nicht erreichbar“, da „methodische Ungenauigkeiten“ der PCR-Tests zu 100 falsch-positiven Ergebnissen pro 100.000 Tests führen würden.",2021-01-11T00:00:00Z,2021-01-18T00:00:00Z,Epoch Times,Correctiv,https://correctiv.org/faktencheck/2021/01/18/falsch-positive-corona-tests-doch-die-inzidenz-kann-unter-100-sinken/,"Fehlender Kontext. Infektionszahlen aus dem Sommer 2020 belegen, dass 7-Tages-Inzidenzen unter 50 Neuinfektionen pro 100.000 Einwohnern möglich sind. Die Angaben zu falsch-positiven PCR-Testergebnissen sind unbelegt.",1,the incidence value can never drop unter 100 because of falsepositive tests,https://correctiv.org/faktencheck/2021/01/18/falsch-positive-corona-tests-doch-die-inzidenz-kann-unter-100-sinken/
148,VERA FILES FACT CHECK: 'CNN report' on COVID-19 vaccine ...,Doctors are encouraging the injection of COVID-19 vaccines in the penis.,2021-01-01T00:00:00Z,2021-01-11T00:00:00Z,Multiple FB users,VERA Files,https://verafiles.org/articles/vera-files-fact-check-cnn-report-covid-19-vaccine-injection,Fake,1,doctors are recommending that covid19 vaccines be injected into the penis,https://verafiles.org/articles/vera-files-fact-check-cnn-report-covid-19-vaccine-injection
149,,Video of Indonesian top officials dancing without masks during Covid-19 pandemic,2021-01-07T00:00:00Z,2021-01-11T10:41:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/video-indonesian-officials-dancing-was-taken-country-detected-its-first-covid-19-case,False,1,indonesias top officials dancing without obeying health protocols during the pandemic,https://factcheck.afp.com/video-indonesian-officials-dancing-was-taken-country-detected-its-first-covid-19-case
150,Strong evidence lacking to support claim that ivermectin is a cure for ...,Ivermectin “is a safe and widely available treatment for coronavirus”; it would “work like a vaccine”,2021-01-16T00:00:00Z,2020-10-26T00:00:00Z,Pearson Sharp,Health Feedback,https://healthfeedback.org/claimreview/strong-evidence-lacking-to-support-claim-that-ivermectin-is-a-cure-for-covid-19-there-are-only-limited-clinical-results-at-this-stage-oann/,Unsupported,1,ivermectin is a safe and widely available treatment for coronavirus it would work like a vaccine,https://healthfeedback.org/claimreview/strong-evidence-lacking-to-support-claim-that-ivermectin-is-a-cure-for-covid-19-there-are-only-limited-clinical-results-at-this-stage-oann/
151,,Nasal dilator named Kovagi can prevent Covid-19,2020-12-21T00:00:00Z,2021-01-08T08:45:00Z,multiple sources,AFP Fact Check,https://factcheck.afp.com/south-korean-officials-set-investigate-nasal-dilator-over-unproven-covid-19-prevention-claim,MISLEADING,1,a  nasal dilator that can prevent and kill covid19,https://factcheck.afp.com/south-korean-officials-set-investigate-nasal-dilator-over-unproven-covid-19-prevention-claim
152,"É falso que taxa de eficácia da CoronaVac caiu de 78% para 50,38 ...","Já está sendo comprovado que a eficácia da danada que era de 78% e depois caiu para 50,38% (o mínimo exigido pela Anvisa e OMS). Agora está em 49,69%.",2021-01-14T00:00:00Z,2021-01-14T00:00:00Z,desinformação,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-taxa-de-eficacia-da-coronavac-caiu-de-78-para-5038-e-4969/,falso,1,coronavacs effectiveness rate dropped from 78 to 5038 and 4969,https://www.aosfatos.org/noticias/e-falso-que-taxa-de-eficacia-da-coronavac-caiu-de-78-para-5038-e-4969/
153,,Thai king summons Muslim clerics to pray to get rid of Covid-19,2021-01-04T00:00:00Z,2021-01-08T06:40:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/video-shows-thai-king-and-queen-attending-koran-recitation-competition,False,1,a video of the king of thailand summoned muslim clerics to pray to get rid of covid19,https://factcheck.afp.com/video-shows-thai-king-and-queen-attending-koran-recitation-competition
154,,Potassium chloride in Pfizer-BioNTech vaccine is dangerous,2020-12-18T00:00:00Z,2021-01-08T19:49:00Z,Multiple people,AFP Fact Check,https://factcheck.afp.com/potassium-chloride-pfizer-biontech-covid-19-vaccine-not-dangerous,False,1,the pfizerbiontech covid19 vaccine is poison because it contains potassium chloride  a chemical also used to stop the heart during a process of lethal injection,https://factcheck.afp.com/potassium-chloride-pfizer-biontech-covid-19-vaccine-not-dangerous
155,#Verificamos: Soro contra a Covid-19 desenvolvido pelo Vital Brazil ...,"Viva!!! Ate q enfin uma boa notícia, o Instituto Vital Brasil achou a cura da Covid, em seu estagio inicial, com tratamento a base de plasma equino, q produz anticorpos 100 vezes mais potentes do que o humano, eficácia de 100% na cura, quero ver onde vão enfiar as vacinas, parabéns, Brasil ?????",2021-01-07T12:29:38Z,2021-01-07T12:29:38Z,Post no Facebook,UOL,https://piaui.folha.uol.com.br/lupa/2021/01/07/verificamos-soro-vital-brazil/,Falso,1,vital brasil a public health research institution developed a serum based on horse plasma that is 100 effective against covid19,https://piaui.folha.uol.com.br/lupa/2021/01/07/verificamos-soro-vital-brazil/
156,Anvisa não declarou que fabricante da CoronaVac está fora dos ...,Anvisa declarou que a Sinovac está fora dos padrões de qualidade.,2021-01-07T00:00:00Z,2021-01-07T00:00:00Z,desinformação,Aos Fatos,https://www.aosfatos.org/noticias/anvisa-nao-declarou-que-fabricante-da-coronavac-esta-fora-dos-padroes-de-qualidade/,falso,1,anvisa declared that coronavac manufacturer is out of quality standards,https://www.aosfatos.org/noticias/anvisa-nao-declarou-que-fabricante-da-coronavac-esta-fora-dos-padroes-de-qualidade/
157,【錯誤】網傳「法國病毒實驗室最新宣佈，新冠肺炎病毒用90度溫水 ...,法國病毒實驗室最新宣佈，新冠肺炎病毒用90度溫水殺不死，用奈米級針尖刺破它的細胞膜，顯示它立即復元。,2021-01-07T00:00:00Z,2021-01-28T00:00:00Z,LINE user,台灣事實查核中心,https://tfc-taiwan.org.tw/articles/5004,錯誤,1,french labs research shows that covid19 is very resilient 90c water cant kill it nor the nanoneedle the virus bounced back immediately once the needle was removed,https://tfc-taiwan.org.tw/articles/5004
158,,Fin de la vaccination en Australie pour infection au HIV,2021-01-05T00:00:00Z,2021-01-07T16:40:00Z,Serge Montigny,AFP Factuel,https://factuel.afp.com/non-laustralie-na-pas-mis-fin-la-vaccination-contre-le-covid-19-pour-infection-au-vih,Faux,1,australia ended covid19 vaccines because of hiv infections,https://factuel.afp.com/non-laustralie-na-pas-mis-fin-la-vaccination-contre-le-covid-19-pour-infection-au-vih
159,#Verificamos: É falso que número de mortes no Brasil foi menor em ...,No ano 2017. Morreram 1.024.668 brasileiros. No ano 2018 morreram 1.175.459 brasileiros. No ano 2019 morreram 1.240.551 brasileiros. No ano 2020 morreram 817.565. (...) Mesmo com a Covid-19 o número de mortes em 2020 é menor do que em 2019! Não acredita? Acesse o site www.transparência.registrocivil.org.br,2021-01-06T14:32:25Z,2021-01-06T14:32:25Z,,UOL,https://piaui.folha.uol.com.br/lupa/2021/01/06/verificamos-mortes-2020-2019/,Falso,1,more people died in brazil in 2019 than in 2020 despite the pandemic,https://piaui.folha.uol.com.br/lupa/2021/01/06/verificamos-mortes-2020-2019/
160,,"Lothar Wieler habe angeblich gesagt, dass erst nach Impfungen der „Unter- und Mittelschicht“ klar wäre, ob sie auch für die „Oberschicht“ geeignet wären.",2021-01-09T00:00:00Z,2021-01-21T00:00:00Z,Viraler Facebook-Beitrag,Correctiv,https://correctiv.org/faktencheck/2021/01/21/impfung-der-unter-und-mittelschicht-keine-belege-fuer-angebliches-zitat-von-rki-chef-lothar-wieler/,"Unbelegt. Es gibt keine Belege, dass Wieler das jemals so gesagt hat – das RKI dementiert.",1,the director of the german robert koch institute lothar wieler said vaccines should be tested with people of lower classes first to test if they are safe after that upper class people should get it,https://correctiv.org/faktencheck/2021/01/21/impfung-der-unter-und-mittelschicht-keine-belege-fuer-angebliches-zitat-von-rki-chef-lothar-wieler/
